LTKBID,DILIRank_PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)",DILIST_ID,CompoundName,DILIst Classification ,Routs of Administration ,PUBCHEM_CID_from_name,compound_id,_merge,pubchem_smiles
LT01102,130881,olmesartan,2002,Less-DILI-Concern,4,Adverse reactions,,Ambiguous DILI-concern,,non-hepatotixic,Negative,,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=33770d80-754f-11de-8dba-0002a5d5c51b,2,499,olmesartan,0,Oral,158781,CID158781,both,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
LT01107,2092,alfuzosin,2003,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f075a897-7bef-4799-b7e2-7e051c461443,2,500,alfuzosin,1,Oral,2092,CID2092,both,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
LT01110,5362041,aztreonam,1986,Less-DILI-Concern,5,Adverse reactions,,Ambiguous DILI-concern,NE,non-hepatotixic,Negative,,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N/OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d598f95b-92dd-4ef5-ae97-d68972258e44,2,501,aztreonam,0,Intravenous,5742832,CID5742832,both,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N
LT01112,152945,dutasteride,2001,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@]12CCC3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dc330e70-a1d3-400b-3aaf-46067e3fd090,2,502,dutasteride,0,Oral,6918296,CID6918296,both,C[C@]12CCC3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C
LT01113,2284,baclofen,1977,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0aac77fa-30c2-46c8-a04d-e6b8333ddd81,2,503,baclofen,1,Oral,2284,CID2284,both,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
LT01116,5362124,benazepril,1991,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,WE,,Negative,,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c51a3704-c5b3-471f-afcb-0602da0f3dce,2,504,benazepril,1,Oral,5362124,CID5362124,both,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O
LT01117,2313,bendazac,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,,,,,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,,1,505,bendazac,1,Oral,2313,CID2313,both,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O
LT01120,255968,benzarone,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,,,,,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O,,1,506,benzarone,1,Oral,255968,CID255968,both,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O
LT01121,6237,benziodarone,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,,,,,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I,,1,507,benziodarone,1,Oral,6237,CID6237,both,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I
LT01122,150610,ertapenem,2001,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=33f3b99b-fa82-42e0-26bf-f49891ae3d22,2,508,ertapenem,0,Intravenous,150610,CID150610,both,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O
LT01123,6832,benztropine,1954,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1[C@@H]2CC[C@@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37eef247-c418-4cbe-aff2-d74d032ede1c,1,509,benztropine,0,Oral,1201549,CID1201549,both,CN1[C@@H]2CC[C@@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
LT01125,636380,fondaparinux sodium,2001,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec235119-cb58-4939-942c-11d3923d289f,2,510,fondaparinux sodium,1,Subcutaneous,636380,CID636380,both,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
LT01126,51634,miglustat,2003,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=817892d1-ee12-4632-85fc-57ccdf16d7b8,2,511,miglustat,0,Oral,51634,CID51634,both,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
LT01127,6918204,gadobenate dimeglumine,2004,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f63abe56-46d9-4e32-afb1-f4e22370717d,2,512,gadobenate dimeglumine,0,Intravenous,6918204,CID6918204,both,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3]
LT01128,6436173,rifaximin,2004,Less-DILI-Concern,7,Adverse reactions,,Ambiguous DILI-concern,,,,,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=523f0320-cc73-445a-a48d-7a181c182307,2,513,rifaximin,0,Oral,6436173,CID6436173,both,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C
LT01129,110635,tadalafil,2003,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7178f6c0-bc15-49e1-bb65-1a8fe6f94191,2,514,tadalafil,0,Oral,110635,CID110635,both,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
LT01130,148211,palonosetron,2003,Less-DILI-Concern,4,Adverse reactions,,Ambiguous DILI-concern,,,,Negative,C1C[C@H]2CN(C(=O)C3=C2C(=CC=C3)C1)[C@@H]4CN5CCC4CC5,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b51c34d-9631-4520-83af-6f6fb21a58a4,2,515,palonosetron,0,Intravenous,6337614,CID6337614,both,C1C[C@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5
LT01132,2369,betaxolol,1985,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bf716efe-0a9f-43b1-9d8a-c69330b82e18,2,516,betaxolol,0,Oral,2369,CID2369,both,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
LT01135,110634,vardenafil,2003,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a01def95-c0ef-43b9-bd9e-5565b2385ad3,2,517,vardenafil,0,Oral,135400189,CID135400189,both,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
LT01136,2405,bisoprolol,1992,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,Negative,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a1dc3675-ca21-4fdc-bc4d-e82381e31851,1,518,bisoprolol,0,Oral,2405,CID2405,both,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
LT01138,5360373,bleomycin,1973,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=905e0984-2ce3-481c-b1a0-0ef0a616479a,2,519,bleomycin,0,Intravenous,5360373,CID5360373,both,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
LT01139,54841,atomoxetine,2002,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,Postive,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb,2,520,atomoxetine,1,Oral,54841,CID54841,both,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2
LT01140,104865,bosentan,2001,Most-DILI-Concern,7,Box warning,Yes,vMost-DILI-Concern,HH,,Positive,,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=749e42fb-2fe0-45dd-9268-b43bb3f4081c,1,521,bosentan,1,Oral,104865,CID104865,both,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
LT01141,71158,acamprosate,2004,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Negative,CC(=O)NCCCS(=O)(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c427b06-32d4-482f-bb83-71e386c1e203,2,522,acamprosate,1,Oral,71158,CID71158,both,CC(=O)NCCCS(=O)(=O)O
LT01143,60795,aripiprazole,2002,Less-DILI-Concern,5,Adverse reactions,,Ambiguous DILI-concern,,,,,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c005ffe2-ed95-4254-9cfe-4073a09cd718,2,523,aripiprazole,0,Oral,60795,CID60795,both,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
LT01144,63006,budesonide,1994,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,non-hepatotixic,,Negative,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98a4eca1-904c-4355-957a-b5a141573cc2,2,524,budesonide,0,Oral,5281004,CID5281004,both,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C
LT01145,2471,bumetanide,1983,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,HH,,Positive,,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=925b309a-8a0b-4bcd-bdf4-1ec42780ecc2,2,525,bumetanide,0,Oral,2471,CID2471,both,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
LT01148,2477,buspirone,1986,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,non-hepatotixic,Negative,,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3451ced4-f2a3-476e-a279-b96c8c3f0acf,1,526,buspirone,0,Oral,2477,CID2477,both,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
LT01149,150310,eplerenone,2002,Less-DILI-Concern,4,Adverse reactions,,Ambiguous DILI-concern,,,,,C[C@]12CCC(=O)C=C1C[C@H](C3[C@]24C(O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6d988699-95c2-46b9-8266-23fe7016f33b,2,527,eplerenone,0,Oral,443872,CID443872,both,C[C@]12CCC(=O)C=C1C[C@H](C3[C@]24C(O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC
LT01151,5361092,butorphanol,1978,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,non-hepatotixic,,Postive,C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9822ca3f-aee2-46e5-8a96-495400e65d10,2,528,butorphanol,0,Intravenous,5361092,CID5361092,both,C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O
LT01152,54746,cabergoline,1996,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74b61e8a-7ae9-4996-85ec-df23c56de16f,2,529,cabergoline,0,Oral,54746,CID54746,both,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C
LT01153,150311,ezetimibe,2002,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,,Postive,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a773b0b2-d31c-4ff4-b9e8-1eb2d3a4d62a,2,530,ezetimibe,1,Oral,150311,CID150311,both,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O
LT01154,5486971,pregabalin,2004,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,Postive,CC(C)C[C@@H](CC(=O)O)CN,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce1a4b9d-3127-4416-8bf2-fee5899fc0ba,2,531,pregabalin,1,Oral,5486971,CID5486971,both,CC(C)C[C@@H](CC(=O)O)CN
LT01155,60871,adefovir,2002,Less-DILI-Concern,2,Warnings and precautions,Yes,vLess-DILI-Concern,,,,,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a60adac4-57c2-4089-aefc-1a77a48676fc,2,532,adefovir,1,Oral,60172,CID60172,both,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C
LT01156,60852,ibandronate,2003,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f94d9c49-245a-8081-42c4-785113fce498,2,533,ibandronate,0,Oral,60852,CID60852,both,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
LT01159,20824,carbenicillin,1972,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02010995-9826-4a67-945b-f3022e6081df,2,534,carbenicillin,1,Oral,20824,CID20824,both,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
LT01160,34359,carbidopa,1977,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,Negative,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d5204e5e-10ef-4758-8fc6-cb710048c687 ,2,535,carbidopa,0,Oral,34359,CID34359,both,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
LT01161,969472,eszopiclone,2004,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52deb8f7-abaf-46ec-9f15-13e30d558769,2,536,eszopiclone,0,Oral,969472,CID969472,both,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
LT01166,40958,cefaclor,1979,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ac5e34a9-994b-4611-aa41-3d1ed58a91c0,2,537,cefaclor,1,Oral,51039,CID51039,both,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
LT01167,2610,cefadroxil,1978,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,Postive,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17123057-58c7-401a-b87d-8c4c0764bbf6,2,538,cefadroxil,1,Oral,47965,CID47965,both,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
LT01169,16130199,enfuvirtide,2003,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC7=CC=CC=C7)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6935e846-d5a1-49e5-89a2-f8ebe4d5590d,2,539,enfuvirtide,0,Subcutaneous,24847866,CID24847866,both,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC7=CC=CC=C7)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C
LT01171,656510,cefazolin,1973,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,CC1=NN=C(S1)SCC2=C(N3C([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a43260a4-f4ec-4331-aa80-02e584be7af5,2,540,cefazolin,1,Intravenous,33255,CID33255,both,CC1=NN=C(S1)SCC2=C(N3C([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
LT01172,5479537,cefepime,1996,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a96295cf-e652-4f10-9e25-9f2a2cc036f6,2,541,cefepime,1,Intravenous,5479537,CID5479537,both,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-]
