"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL675";"ALENDRONATE SODIUM";"4";"271.08";"1";"-1.27";"Alendronate sodium";"NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+]";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1399";"ANASTROZOLE";"4";"293.37";"0";"2.93";"Anastrozole";"CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL284906";"NICORANDIL";"4";"211.18";"0";"0.02";"Nicorandil";"O=C(NCCO[N+](=O)[O-])c1cccnc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL25";"ASPIRIN";"4";"180.16";"0";"1.31";"ASA";"CC(=O)Oc1ccccc1C(=O)O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1481";"GLIMEPIRIDE";"4";"490.63";"0";"3.07";"Glimepiride";"CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O";"IC50";"'='";"64000.0";"nM";"4.19";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1201016";"CEFPODOXIME PROXETIL";"4";"557.61";"2";"0.83";"Cefpodoxime Proxetil";"COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL623";"NEFAZODONE";"4";"470.02";"0";"3.55";"Nefazodone";"CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1";"IC50";"'='";"71000.0";"nM";"4.15";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL223643";"VALINOMYCIN";"0";"1111.34";"None";"None";"Valinomycin";"CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1569487";"LORNOXICAM";"4";"371.83";"0";"2.30";"Lornoxicam";"CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL850";"SPARFLOXACIN";"4";"392.41";"0";"2.08";"Sparfloxacin";"C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1200416";"SULFACETAMIDE SODIUM";"0";"236.23";"0";"0.09";"Sulfacetamide sodium";"CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+]";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL235993";"";"0";"200.17";"0";"-0.02";"Tegafur";"O=c1[nH]c(=O)n([C@H]2CCCO2)cc1F";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1236282";"THIAMPHENICOL";"1";"356.23";"0";"0.40";"Thiamphenicol";"CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL93";"ZILEUTON";"4";"236.30";"0";"2.73";"Zileuton";"CC(c1cc2ccccc2s1)N(O)C(N)=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL655";"MIDAZOLAM";"4";"325.77";"0";"4.32";"Midazolam";"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL2103735";"CETRORELIX ACETATE";"4";"1491.12";"None";"None";"Cetrorelix Acetate";"CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O.CC(=O)O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL995";"LOSARTAN POTASSIUM";"4";"461.01";"0";"4.27";"Losartan Potassium";"CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1.[K+]";"IC50";"'='";"34100.0";"nM";"4.47";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1200930";"RABEPRAZOLE SODIUM";"4";"381.43";"0";"2.99";"Rabeprazole Sodium";"COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+]";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL115";"INDINAVIR";"4";"613.80";"1";"2.87";"Indinavir";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1617";"RIFAXIMIN";"4";"785.89";"3";"6.16";"Rifaximin";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"IC50";"'='";"30200.0";"nM";"4.52";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1555126";"LANOCONAZOLE";"0";"319.84";"0";"4.41";"Lanoconazole";"N#C/C(=C1/SCC(c2ccccc2Cl)S1)n1ccnc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1381098";"1-NAPHTHYLISOTHIOCYANATE";"0";"185.25";"0";"3.57";"Anit";"S=C=Nc1cccc2ccccc12";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL427216";"GLICLAZIDE";"4";"323.42";"0";"1.63";"Gliclazide";"Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL471";"SOTALOL";"4";"272.37";"0";"1.09";"Sotalol";"CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1162492";"ESTRADIOL DISULFATE";"0";"432.52";"0";"2.91";"Estradiol 3,17-disulfate";"C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)O";"IC50";"'='";"2000.0";"nM";"5.70";"";"inhibitor [IC50=2uM]";"UO_0000065";"";"";"";"";"False";"CHEMBL2077531";"TP_TRANSPORTER: inhibition of E217betaG uptake in membrane vesicles from MRP4-expressing Sf9 cells";"F";"BAO_0000249";"cell membrane format";"None";"None";"None";"Sf9";"Membrane vesicle";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2073753";"18";"TP-search Transporter Database";"Biochem. J.";"2003";"CHEMBL3308860";""
"CHEMBL43";"AMSACRINE";"4";"393.47";"0";"4.51";"Amsacrine";"COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12";"IC50";"'='";"7430.0";"nM";"5.13";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1744447";"ROSUVASTATIN CALCIUM";"4";"1001.15";"0";"2.40";"Rosuvastatin calcium";"CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]";"IC50";"'='";"26800.0";"nM";"4.57";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL270190";"ALVIMOPAN";"4";"424.54";"0";"3.05";"Alvimopan";"C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL382301";"ATOSIBAN";"4";"994.21";"3";"-3.04";"Atosiban";"CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL476";"DACARBAZINE";"4";"182.19";"0";"0.07";"Dacarbazine";"CN(C)/N=N/c1[nH]cnc1C(N)=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1637";"GEMCITABINE HYDROCHLORIDE";"4";"299.66";"0";"-1.29";"Gemcitabine hydrochloride";"Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1763";"HYDROFLUMETHIAZIDE";"4";"331.30";"0";"0.01";"Hydroflumethazide";"NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL51";"KETANSERIN";"4";"395.43";"0";"2.42";"Ketanserin";"O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
